"jugador","equipo","equipo_durante_el_periodo_seleccionado","posicion_especifica","edad","valor_de_mercado_transfermarkt","vencimiento_contrato","partidos_jugados","minutos","goles","x_g","asistencias","x_a","duelos_90","duelos_ganados_percent","pais_de_nacimiento","pasaporte","pie","altura","peso","en_prestamo","acciones_defensivas_realizadas_90","duelos_defensivos_90","duelos_defensivos_ganados_percent","duelos_aereos_en_los_90_25","duelos_aereos_ganados_percent","entradas_90","posesion_conquistada_despues_de_una_entrada","tiros_interceptados_90","interceptaciones_90","posesion_conquistada_despues_de_una_interceptacion","faltas_90","tarjetas_amarillas","tarjetas_amarillas_90","tarjetas_rojas","tarjetas_rojas_90","acciones_de_ataque_exitosas_90","goles_90","goles_excepto_los_penaltis","goles_excepto_los_penaltis_90","x_g_90","goles_de_cabeza","goles_de_cabeza_90","remates","remates_90","tiros_a_la_porteria_percent","goles_hechos_percent","asistencias_90_48","centros_90","precision_centros_percent","centros_desde_la_banda_izquierda_90","precision_centros_desde_la_banda_izquierda_percent","centros_desde_la_banda_derecha_90","precision_centros_desde_la_banda_derecha_percent","centros_al_area_pequena_90","regates_90","regates_realizados_percent","duelos_atacantes_90","duelos_atacantes_ganados_percent","toques_en_el_area_de_penalti_90","carreras_en_progresion_90","aceleraciones_90","pases_recibidos_90","pases_largos_recibidos_90","faltas_recibidas_90","pases_90","precision_pases_percent","pases_hacia_adelante_90","precision_pases_hacia_adelante_percent","pases_hacia_atras_90","precision_pases_hacia_atras_percent","pases_laterales_90","precision_pases_laterales_percent","pases_cortos_medios_90","precision_pases_cortos_medios_percent","pases_largos_90","precision_pases_largos_percent","longitud_media_pases_m","longitud_media_pases_largos_m","x_a_90","second_assists_90","third_assists_90","desmarques_90","precision_desmarques_percent","jugadas_claves_90","pases_en_el_ultimo_tercio_90","precision_pases_en_el_ultimo_tercio_percent","pases_al_area_de_penalti_90","pases_hacia_el_area_pequena_percent","pases_en_profundidad_90","precision_pases_en_profundidad_percent","ataque_en_profundidad_90","centros_desde_el_ultimo_tercio_90","pases_progresivos_90","precision_pases_progresivos_percent","goles_recibidos","goles_recibidos_90","remates_en_contra","remates_en_contra_90","porterias_imbatidas_en_los_90","paradas_percent","x_g_en_contra","x_g_en_contra_90","goles_evitados","goles_evitados_90","pases_hacia_atras_recibidos_del_arquero_90","salidas_90","tiros_libres_90","tiros_libres_directos_90","tiros_libres_directos_percent","corneres_90","penaltis_a_favor","penaltis_realizados_percent","Country","Code","logo_team","categoria","archivo_png"
"C. González","Central Norte","Central Norte","RCB",35,1e+05,"2025-12-31",32,3016,0,0.83,0,0.04,10.95,61.97,"Argentina","Argentina","derecho",188,81,"no",8.33,4.6,73.83,4.1,58.65,0.22,0.31,0.49,4.72,6.69,0.46,5,0.15,0,0,0.25,0,0,0,0.03,0,0,12,0.37,16.67,0,0,0.03,0,0,0,0.03,0,0,0.19,100,0.65,47.62,0.46,0.34,0,12.46,0.19,0.28,25.95,73.48,15.33,62.78,0.77,100,8.27,90.67,17.59,85.96,8.33,47.41,26.76,41.41,0,0,0,0,0,0,4.54,44.22,0.49,18.75,0.34,36.36,0.09,0,6.76,63.01,0,NA,0,NA,0,0,0,0,NA,NA,0.62,NA,0,0,0,0,0,0,"Argentina","CEN","ARG_CEN","Defensas",NA
"M. Sánchez","Club Atlético Mitre","Club Atlético Mitre","LCB",35,75000,NA,33,3014,1,0.63,1,1.99,10.99,57.61,"Argentina","Argentina","izquierdo",182,68,"no",8.09,4.15,69.78,3.49,52.99,0.45,0.67,0.39,4.75,7.15,0.45,5,0.15,1,0.03,0.9,0.03,1,0.03,0.02,0,0,11,0.33,54.55,9.091,0.03,0.69,56.52,0.48,56.25,0.18,50,0.06,0.6,55,1.67,42.86,0.33,1.02,0.06,23.23,0.99,0.48,38.04,80.3,19.26,72.25,2.33,93.59,13.41,90.2,29.32,86.66,8.09,59.04,23.95,40.74,0.06,0.06,0,0.03,0,0.21,7.05,67.8,1.34,48.89,0.48,43.75,0.39,0.36,10.99,74.18,0,NA,0,NA,0,0,0,0,NA,NA,0.75,NA,0.99,0.18,66.67,0.93,0,0,"Argentina","MIT","ARG_MIT","Defensas",NA
"J. Endrizzi","Gimnasia Jujuy","Gimnasia Jujuy","LB",31,250000,"2025-12-31",36,2979,1,1.93,0,1.71,9.97,55.76,"Argentina","Argentina","izquierdo",183,76,"no",6.65,5.11,71.6,1.72,45.61,0.06,0.1,0.12,2.93,5.03,0.39,4,0.12,0,0,1.21,0.03,1,0.03,0.06,0,0,12,0.36,58.33,8.333,0,2.54,32.14,2.51,31.33,0.03,100,0.27,0.54,33.33,1.6,32.08,0.69,0.97,0.12,21.66,2.69,0.36,33.08,75.98,12.36,67.73,6.31,95.69,9.27,74.27,24.68,85.92,6.07,52.74,21.92,36.59,0.05,0.03,0.06,0,0,0.18,5.86,64.95,2.54,48.81,0.18,66.67,0.57,0.88,8.1,77.61,0,NA,0,NA,0,0,0,0,NA,NA,0.33,NA,0.45,0.03,100,1.21,0,0,"Argentina","GIJ","ARG_GIJ","Defensas",NA
"L. Sánchez","Talleres Remedios","Talleres Remedios","RCB",30,25000,NA,32,2970,1,1.24,2,0.78,20.61,60.74,"Argentina","Argentina","derecho",178,79,"no",10.7,8.67,73.08,6.73,58.56,0.27,0.4,0.18,4.09,5.97,1.12,5,0.15,0,0,0.48,0.03,1,0.03,0.04,1,0.03,10,0.3,60,10,0.06,0.33,18.18,0,0,0.33,18.18,0.06,0.48,50,2.06,42.65,0.52,0.33,0.03,9.97,0.27,0.67,23.61,69.58,14.94,63.29,0.97,81.25,5.88,85.05,16.61,75.91,6.67,56.36,24.66,38.93,0.02,0,0,0,0,0.12,4.24,57.14,0.79,30.77,0.24,37.5,0.27,0.09,8.06,63.16,0,NA,0,NA,0,0,0,0,NA,NA,0.42,NA,0,0,0,0,0,0,"Argentina","TAL","ARG_TAL","Defensas",NA
"G. Mendoza","Defensores de Belgrano","Defensores de Belgrano","RB",30,0,"2025-12-31",32,2960,0,2.05,1,3.08,18.33,59.04,"Argentina","Argentina","derecho",175,0,"no",10.4,7.3,72.92,2.8,50,0.4,0.61,0.21,4.68,7.21,0.82,6,0.18,0,0,2.28,0,0,0,0.06,0,0,24,0.73,20.83,0,0.03,2.98,33.67,0,0,2.98,33.67,0.43,1.82,61.67,5.5,51.38,0.55,1.67,0.18,21.65,1.79,1.49,35.82,68.34,18.49,61.84,2.92,87.5,8.88,73.97,26.82,76.64,6.2,49.02,20.86,39.64,0.09,0,0,0.06,0,0.24,6.87,59.29,2.86,39.36,0.49,12.5,0.33,0.97,11.28,64.42,0,NA,0,NA,0,0,0,0,NA,NA,0.3,NA,0.88,0.18,16.67,1.34,0,0,"Argentina","DEF","ARG_DEF","Defensas",NA
"M. Kabalin","Club Atlético Mitre","Club Atlético Mitre","RCMF",26,1e+05,"2025-12-31",36,2958,2,2.69,2,0.97,15.21,50.8,"Argentina","Argentina","derecho",177,70,"no",7.85,6.54,63.72,2.46,40.74,0.18,0.27,0.18,3.5,5.23,1.19,4,0.12,0,0,1.4,0.06,2,0.06,0.08,0,0,47,1.43,27.66,4.255,0.06,1.19,30.77,0.09,33.33,1.06,28.57,0.15,0.85,71.43,3.86,42.52,1.19,1.55,0.27,18.74,0.91,0.85,30.55,76.89,11.01,67.13,5.05,91.57,9.65,84.86,26.29,81.48,3.13,55.34,18.96,33.26,0.03,0,0,0.12,25,0.27,5.05,72.29,1.28,52.38,0.24,25,0.46,0.37,5.69,68.98,0,NA,0,NA,0,0,0,0,NA,NA,0.37,NA,0.09,0.09,0,0,0,0,"Argentina","MIT","ARG_MIT","Mediocampo",NA
"F. Sánchez","Defensores de Belgrano","Defensores de Belgrano","LB",23,175000,"2025-12-31",33,2953,1,0.14,0,0.99,19.38,54.25,"Argentina","Argentina","izquierdo",170,71,"si",8.75,6.58,69.44,1.74,49.12,0.12,0.19,0.21,4.05,6.26,1.04,5,0.15,1,0.03,2.07,0.03,1,0.03,0,0,0,11,0.34,9.09,9.091,0,1.74,28.07,1.74,28.07,0,0,0.06,2.59,58.82,7.1,43.78,0.06,1.43,0.4,20.27,0.52,0.82,34.23,70.35,16.43,64.01,4.08,91.79,8.02,73.76,27.83,77.22,4.78,45.22,20.05,38.24,0.03,0.03,0,0.06,50,0.06,5.12,54.76,1.83,36.67,0.3,20,0.21,0.43,8.84,59.66,0,NA,0,NA,0,0,0,0,NA,NA,0.7,NA,0,0,0,0,0,0,"Argentina","DEF","ARG_DEF","Defensas",NA
"G. Canuto","Chaco For Ever","Chaco For Ever","GK",36,0,"2025-12-31",30,2936,0,0,0,0,0.83,74.07,"Argentina","Argentina","derecho",179,78,"no",2.61,0.12,75,0.52,76.47,0.03,0.04,0,2.48,3.53,0,4,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,60,0,0.03,0,5.4,0.03,0.12,15.82,81.98,11,75.49,0,0,4.6,98.67,6.96,96.92,8.71,71.48,43.01,54.8,0,0,0,0,0,0,4.48,71.92,0.09,33.33,0.06,100,0.03,0,6.99,85.96,22,0.67,97,2.97,15,77.32,21.64,0.66,-0.36,-0.011,0,2.3,NA,NA,NA,0,0,0,"Argentina","CFO","ARG_CFO","Arqueros",NA
"J. Argüello","Defensores Unidos","Defensores Unidos","RB",25,75000,NA,34,2862,0,0.37,0,0.11,14.56,50.32,"Argentina","Argentina","izquierdo",176,67,"no",8.4,6.57,61.24,2.86,42.86,0.41,0.56,0.16,3.96,5.4,0.94,7,0.22,1,0.03,0.97,0,0,0,0.01,0,0,9,0.28,22.22,0,0,1.42,28.89,0.28,0,1.13,36.11,0.13,0.94,53.33,2.74,49.43,0.16,0.38,0,15.13,0.75,0.47,27.8,68.33,14.94,61.47,3.11,81.82,6.64,74.41,19.53,78.26,6.98,48.2,22.99,39.69,0,0.03,0.03,0,0,0,6.32,53.23,1.92,36.07,0.25,50,0.28,0.41,8.55,69.85,0,NA,0,NA,0,0,0,0,NA,NA,0.13,NA,0.03,0,0,0,0,0,"Argentina","DEU","ARG_DEU","Defensas",NA
"J. Salvá","Deportivo Morón","Deportivo Morón","GK",38,25000,NA,30,2860,0,0.1,0,0,1.32,76.19,"Argentina","Argentina","derecho",188,85,"no",2.2,0.25,62.5,0.6,89.47,0.06,0.1,0,1.98,3.03,0.09,4,0.13,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0,0.31,70,0.06,0,0,4.34,0.13,0.35,14.03,78.92,10.07,73.44,0,0,3.65,96.55,5.82,96.22,8.02,68.24,42.9,54.46,0,0,0,0,0,0,4.22,64.93,0.19,33.33,0.13,25,0.03,0,6.17,84.69,31,0.98,110,3.46,9,71.82,32.3,1.02,1.3,0.041,0,1.83,NA,NA,NA,0,0,0,"Argentina","DMO","ARG_DMO","Arqueros",NA
"I. Maggi","Nueva Chicago","Nueva Chicago","CF",26,175000,NA,38,2800,9,9.65,1,1.92,28.19,32.04,"Argentina","Argentina","derecho",178,74,"no",4.95,4.34,54.07,10.06,28.43,0.42,0.65,0.13,2.19,3.42,1.67,7,0.23,1,0.03,2.67,0.29,7,0.23,0.31,2,0.06,69,2.22,39.13,13.043,0.03,1.35,23.81,0.64,15,0.71,31.82,0.16,2.57,53.75,9.1,30.04,3.31,1.09,0.19,10.86,2.8,0.87,17.84,67.21,3.6,56.25,4.76,81.08,5.14,62.5,15.72,71.78,0.8,48,17.07,17.92,0.06,0,0,0.1,100,0.35,1.77,56.36,1.51,53.19,0.1,66.67,0.64,0.35,1.8,73.21,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0.03,2,100,"Argentina","NUC","ARG_NUC","Delanteros",NA
"A. Gagliardi","Agropecuario","Agropecuario","CF",35,25000,NA,33,2784,15,9.57,2,3.46,22.31,37.54,"Argentina","Argentina","derecho",177,65,"no",3.65,3.14,51.55,7.53,47.64,0.42,0.64,0.13,1.62,2.46,0.94,1,0.03,0,0,1.75,0.48,15,0.48,0.31,5,0.16,56,1.81,55.36,26.786,0.06,0.36,18.18,0.03,0,0.29,22.22,0.06,1.71,39.62,8.11,25.5,3.65,0.55,0.16,9.86,3.17,1.29,16.75,70.46,3.49,45.37,5.24,85.8,4.78,76.35,15.36,73.68,1.03,40.63,15.89,23.53,0.11,0.03,0.06,0,0,0.1,1.81,44.64,0.78,29.17,0.03,0,0.61,0.06,1.33,58.54,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Argentina","AGR","ARG_AGR","Delanteros",NA
"A. Massaccesi","Defensores de Belgrano","Defensores de Belgrano","RB",22,0,"2025-12-31",33,2781,0,1.07,0,0.48,22.65,58.29,"Argentina","Argentina","derecho",0,0,"si",11.55,9.42,70.45,4.21,60,0.42,0.67,0.26,4.5,7.2,1.75,9,0.29,0,0,0.87,0,0,0,0.03,0,0,6,0.19,16.67,0,0,0.42,38.46,0,0,0.42,38.46,0.06,1.17,58.33,3.98,44.72,0.36,0.52,0.03,11,0.39,0.84,23.62,70,12.69,58.42,1.88,89.66,6.83,85.78,18.8,76.08,4.43,47.45,21.03,34.72,0.02,0,0,0,0,0.03,4.21,53.85,0.65,45,0.16,0,0.13,0.16,6.25,55.96,0,NA,0,NA,0,0,0,0,NA,NA,0.74,NA,0,0,0,0,0,0,"Argentina","DEF","ARG_DEF","Defensas",NA
"P. Romero","Talleres Remedios","Talleres Remedios","LB",32,25000,NA,33,2772,0,0.03,0,0.74,16.4,57.23,"Argentina","Argentina","izquierdo",179,83,"no",8.7,6.3,70.1,3.15,53.61,0.06,0.09,0.13,4.22,6.17,0.81,1,0.03,1,0.03,1.92,0,0,0,0,0,0,2,0.06,0,0,0,2.6,22.5,2.56,22.78,0,0,0.26,2.18,61.19,4.74,48.63,0.32,1.07,0.23,10.91,0.62,0.49,24.51,61.85,14.74,59.91,1.82,92.86,5.16,58.49,15.75,74.02,6.46,45.73,23.58,34.46,0.02,0,0,0,0,0.06,6.4,53.81,2.66,30.49,0.42,38.46,0.39,0.58,8.15,68.92,0,NA,0,NA,0,0,0,0,NA,NA,0.29,NA,0.19,0,0,0.06,0,0,"Argentina","TAL","ARG_TAL","Defensas",NA
"N. Da Campo","Temperley","Temperley","LCMF",30,175000,"2024-12-31",33,2744,0,1.69,0,0.38,22.66,53.84,"Argentina","Argentina","derecho",181,70,"no",12.33,8.99,64.96,4.26,53.08,0.66,0.98,0.36,5.84,8.75,1.74,9,0.3,0,0,1.61,0,0,0,0.06,0,0,28,0.92,28.57,0,0,0.59,44.44,0.1,33.33,0.49,46.67,0.1,1.87,49.12,5.41,44.85,0.52,1.25,0.2,18.5,0.39,1.71,34.57,75.14,13.84,60.66,4,90.98,12.66,84.72,28.83,81.11,5.22,45.28,20.68,37.77,0.01,0,0,0.26,62.5,0.03,7.15,54.59,1.48,28.89,0.56,23.53,0.23,0.26,7.02,63.55,0,NA,0,NA,0,0,0,0,NA,NA,0.49,NA,0,0,0,0,0,0,"Argentina","TEM","ARG_TEM","Mediocampo",NA
"F. Molina","Gimnasia Jujuy","Gimnasia Jujuy","LW",34,50000,"2025-12-31",34,2732,2,2.7,5,5.69,20.36,44.98,"Argentina","Argentina","izquierdo",178,75,"no",5.34,5.57,58.58,1.78,29.63,0.1,0.17,0.03,1.98,3.32,1.35,6,0.2,0,0,5.07,0.07,2,0.07,0.09,1,0.03,49,1.61,30.61,4.082,0.16,6.39,26.8,5.9,27.37,0.4,16.67,0.59,5.11,55.48,11.07,42.26,1.98,2.24,0.53,15.45,2.21,0.63,25.43,62.18,6.49,56.85,4.74,88.19,10.05,59.67,16.11,76.89,3.36,53.92,23.51,33.2,0.19,0,0.03,0.07,50,0.46,3.46,58.1,4.94,35.33,0.3,33.33,0.46,1.71,5.11,84.52,0,NA,0,NA,0,0,0,0,NA,NA,0.13,NA,1.65,0.23,14.29,2.8,0,0,"Argentina","GIJ","ARG_GIJ","Extremos",NA
"G. Errecalde","Chacarita Juniors","Chacarita Juniors","RCB",25,0,"2025-12-31",31,2728,2,1.38,0,0.13,17.52,66.1,"Argentina","Argentina","derecho",185,78,"no",10.99,7.03,73.24,5.51,68.86,0.3,0.46,0.73,5.54,8.53,0.96,9,0.3,0,0,0.49,0.07,2,0.07,0.05,0,0,11,0.36,36.36,18.182,0,0.13,100,0.03,100,0.1,100,0,0.23,100,1.85,50,0.4,0.23,0,17.82,0.73,0.49,34.64,78.38,15.54,61.36,2.28,92.75,14.25,93.75,27.58,85.77,6.93,48.57,24.14,39.47,0,0.13,0,0,0,0.03,5.01,58.55,0.46,42.86,0.23,28.57,0.07,0.13,8.05,56.15,0,NA,0,NA,0,0,0,0,NA,NA,1.42,NA,0,0,0,0,0,0,"Argentina","CHA","ARG_CHA","Defensas",NA
"B. Palazzo","Gimnasia Jujuy","Gimnasia Jujuy","RB",24,1e+05,"2025-12-31",32,2708,2,1.67,1,1.15,17.55,60.42,"Argentina","Argentina","derecho",181,75,"no",11.73,8.01,71.78,4.45,56.72,0.73,1.28,0.37,5.25,9.17,1,8,0.27,0,0,1.43,0.07,2,0.07,0.06,1,0.03,17,0.56,11.76,11.765,0.03,2.39,36.11,0,0,2.39,36.11,0.23,0.86,50,1.99,46.67,0.96,0.47,0.07,19.48,1.99,1.03,32.77,70.79,14.52,62.7,4.25,85.94,9.47,78.95,21.94,81.67,8.77,52.27,26.3,37.77,0.04,0.03,0,0.07,100,0.17,7.15,57.21,2.53,42.11,0.63,42.11,0.33,0.86,9.97,72.33,0,NA,0,NA,0,0,0,0,NA,NA,0.86,NA,0,0,0,0,0,0,"Argentina","GIJ","ARG_GIJ","Defensas",NA
"M. Leyendeker","Agropecuario","Agropecuario","RB",27,1e+05,"2025-12-31",29,2674,1,1.24,0,0,15.35,59.43,"Argentina","Argentina","derecho",185,78,"no",8.35,5.65,72.62,3.94,60.68,0.34,0.5,0.24,3.9,5.8,0.61,6,0.2,0,0,0.44,0.03,1,0.03,0.04,1,0.03,6,0.2,50,16.667,0,0.4,0,0.03,0,0.37,0,0.03,0.61,55.56,3.67,46.79,0.54,0.4,0.07,17.64,0.91,0.71,32.48,78.03,16.29,69.21,2.89,90.7,9.73,89.62,26.62,85.08,5.45,49.38,21.32,36.36,0,0,0,0,0,0,4.44,62.12,0.64,26.32,0.2,50,0.2,0,7.47,60.81,0,NA,0,NA,0,0,0,0,NA,NA,1.08,NA,0,0,0,0,0,0,"Argentina","AGR","ARG_AGR","Defensas",NA
"M. Recalde","Gimnasia Mendoza","Gimnasia Mendoza","LB",28,0,NA,36,2669,2,2.57,2,3.66,13.89,53.88,"Argentina","Argentina","izquierdo",178,0,"no",7.25,5.4,68.75,2.33,43.48,0.24,0.41,0.03,3.3,5.78,0.61,3,0.1,0,0,2.7,0.07,2,0.07,0.09,0,0,40,1.35,12.5,5,0.07,3.84,28.07,3.78,27.68,0.03,0,0.4,1.96,72.41,4.48,48.12,1.15,1.89,0.4,22.8,2.06,0.64,33.65,68.74,16.05,64.92,4.01,91.6,8.4,71.49,24.41,78.87,5.6,50.6,23.66,33.84,0.12,0.03,0.03,0.1,33.33,0.27,6.98,63.29,3.3,37.76,0.27,25,0.34,1.08,10.69,76.34,0,NA,0,NA,0,0,0,0,NA,NA,0.44,NA,1.48,0.17,0,1.42,0,0,"Argentina","GIM","ARG_GIM","Defensas","DEFENSAS_GIMNASIA_MENDOZA_M_RECALDE.png"
"I. Lartirigoyen","San Telmo","San Telmo","RAMF",21,0,"2025-12-31",39,2640,3,4.89,0,1.88,19.21,39.89,"Argentina","Argentina",NA,0,0,"no",6.05,5.07,61.38,1.26,30.56,0.21,0.37,0,2.73,4.85,1.12,2,0.07,0,0,2.8,0.1,3,0.1,0.17,1,0.03,30,1.05,40,10,0,2.66,28.95,0.38,27.27,2.27,29.23,0.31,3.36,45.83,11.06,32.28,2.2,1.4,0.21,13.58,1.36,1.19,19.63,73.8,4.97,73.24,4.65,82.71,5.95,72.94,16.2,82.51,1.05,46.67,17.89,18.34,0.07,0.1,0,0.1,66.67,0.21,1.89,85.19,2.1,43.33,0.07,50,0.66,0.66,3.46,70.71,0,NA,0,NA,0,0,0,0,NA,NA,0.07,NA,0,0,0,0.38,0,0,"Argentina","STE","ARG_STE","Mediocampo_Ofensivo",NA
"F. Castet","Colón","Colón","LB",26,3e+05,"2025-12-31",31,2593,0,0.98,2,1.99,18.53,56.37,"Argentina","Argentina","izquierdo",177,72,"no",10.27,7.39,72.77,3.23,50.54,0.62,1.06,0.14,4.27,7.26,1.11,8,0.28,0,0,2.08,0,0,0,0.03,0,0,13,0.45,30.77,0,0.07,2.6,34.67,2.6,34.67,0,0,0.24,1.94,53.57,5.31,42.48,0.87,0.87,0.17,23.32,1.39,1.04,36.69,73.89,18.29,67.93,4.13,92.44,9.02,78.46,27.56,83.75,6.8,47.45,21.99,35.28,0.07,0.03,0.03,0.03,0,0.24,8.09,70.82,2.6,42.67,0.42,41.67,0.62,0.83,11.56,74.47,0,NA,0,NA,0,0,0,0,NA,NA,0.42,NA,0.45,0,0,0.49,0,0,"Argentina","COL","ARG_COL","Defensas",NA
"M. Molina","Agropecuario","Agropecuario","RCB",31,50000,NA,29,2592,1,0.86,0,0.16,12.71,59.84,"Argentina","Argentina","derecho",181,79,"no",8.92,5.28,67.76,4.41,54.33,0.66,1.03,0.31,4.69,7.35,1.15,6,0.21,0,0,0.28,0.03,1,0.03,0.03,1,0.03,10,0.35,30,10,0,0.14,25,0,0,0.14,25,0,0.24,57.14,1.11,62.5,0.49,0.42,0.07,16.77,0.42,0.56,31.81,78.28,17.4,69.26,1.56,97.78,10.17,91.13,24.1,85.88,7.57,55.05,24.02,39.31,0.01,0,0,0,0,0,4.34,56,0.35,40,0.1,33.33,0.14,0.03,8.96,65.12,0,NA,0,NA,0,0,0,0,NA,NA,1.15,NA,0,0,0,0,0,0,"Argentina","AGR","ARG_AGR","Defensas",NA
"N. Ortiz","Estudiantes Caseros","Estudiantes Caseros","RCB",30,4e+05,NA,28,2581,0,1.14,1,0.63,15.66,65.48,"Argentina","Argentina","derecho",187,82,"no",9.66,6.56,78.19,5.02,59.72,0.49,0.75,0.66,4.04,6.21,1.08,5,0.17,0,0,0.31,0,0,0,0.04,0,0,16,0.56,12.5,0,0.03,0.14,50,0.03,0,0.1,66.67,0.07,0.21,83.33,0.77,50,0.59,0.31,0,16.81,0.31,0.49,30.83,73.87,17.16,61.99,1.01,86.21,10.71,92.18,22.91,83.11,7.85,47.11,24.72,41.17,0.02,0,0.03,0,0,0.07,4.99,44.76,0.94,25.93,0.56,25,0.17,0.03,7.74,59.01,0,NA,0,NA,0,0,0,0,NA,NA,0.66,NA,0.03,0,0,0,0,0,"Argentina","EST","ARG_EST","Defensas",NA
"N. Henry","Deportivo Morón","Deportivo Morón","LB",26,175000,"2024-12-31",34,2552,0,0.77,2,0.75,13.3,49.07,"Argentina","Argentina","izquierdo",180,77,"no",8.39,6.1,60.69,2.47,51.43,0.74,1.2,0.11,3.95,6.39,0.74,3,0.11,0,0,1.27,0,0,0,0.03,0,0,9,0.32,0,0,0.07,2.75,34.62,2.75,34.62,0,0,0.25,0.56,56.25,1.9,37.04,0.85,0.42,0.21,19.15,1.06,0.28,29.8,68.76,14.32,64.53,3.42,84.54,7.12,70.79,21.2,77.7,6,52.94,22.91,37.28,0.03,0,0,0,0,0.25,5.75,64.42,2.36,46.27,0.42,25,0.32,0.88,9.03,75,0,NA,0,NA,0,0,0,0,NA,NA,0.35,NA,0,0,0,0,0,0,"Argentina","DMO","ARG_DMO","Defensas",NA
"M. Arturia","Temperley","Temperley","CF",26,175000,"2024-12-31",31,2550,6,5.64,0,1.57,30.71,32.76,"Argentina","Argentina","derecho",178,72,"si",4.41,3.71,50.48,6.42,24.73,0.81,1.32,0.11,1.73,2.82,2.58,5,0.18,0,0,3,0.21,6,0.21,0.2,0,0,53,1.87,32.08,11.321,0,1.45,29.27,0.14,50,1.31,27.03,0.11,3.85,50.46,13.84,31.63,2.05,1.06,0.32,11.61,1.8,2.89,17.79,69.64,4.45,59.52,4.06,84.35,5.68,68.32,14.75,75.36,1.73,53.06,16.54,23.16,0.06,0,0,0.07,50,0.25,2.4,67.65,1.73,34.69,0.21,16.67,0.67,0.32,2.36,83.58,0,NA,0,NA,0,0,0,0,NA,NA,0.18,NA,0.07,0.04,100,0,0,0,"Argentina","TEM","ARG_TEM","Delanteros",NA
"M. Rosales","Chaco For Ever","Chaco For Ever","RB",33,75000,NA,28,2532,0,0.33,0,1.31,12.51,51.42,"Argentina","Argentina","derecho",180,70,"no",8.67,6.58,57.84,1.46,41.46,0.82,1.17,0.11,4.05,5.8,1,5,0.18,0,0,2.13,0,0,0,0.01,0,0,14,0.5,14.29,0,0,3.55,39,0.04,100,3.52,38.38,0.32,1.07,60,2.7,50,0.6,1.42,0.32,18.95,1.35,0.71,30.64,67.4,13.08,60.87,2.27,95.31,11.45,68.01,19.23,78.93,8.25,51.72,23.96,38.45,0.05,0.04,0.04,0.07,50,0.18,7.11,60,3.63,38.24,0.53,40,0.32,1.42,9.24,72.31,0,NA,0,NA,0,0,0,0,NA,NA,0.25,NA,0,0,0,0,0,0,"Argentina","CFO","ARG_CFO","Defensas",NA
"C. Menéndez","Gimnasia Jujuy","Gimnasia Jujuy","CF",37,50000,NA,36,2530,6,7.8,3,1.58,23.09,38.06,"Argentina","Argentina","derecho",185,80,"no",3.91,3.02,58.82,8.64,42.39,0.25,0.43,0.07,1.89,3.24,0.96,6,0.21,1,0.04,1.74,0.21,6,0.21,0.28,2,0.07,54,1.92,40.74,11.111,0.11,0.96,29.63,0.25,14.29,0.68,31.58,0,1.28,52.78,7.22,24.63,3.13,0.5,0.21,9.04,2.77,1.14,13.09,64.95,3.42,46.88,2.92,90.24,3.91,66.36,11.24,68.99,0.92,50,15.63,16.59,0.06,0,0,0,0,0.25,1.42,60,1.35,26.32,0.11,0,0.5,0.25,1.49,57.14,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0.04,0.04,0,0,1,0,"Argentina","GIJ","ARG_GIJ","Delanteros",NA
"P. Moyano","Defensores de Belgrano","Defensores de Belgrano","LW",22,0,"2026-06-30",36,2525,1,3.78,2,2.02,17.32,47.74,"Argentina","Argentina","izquierdo",178,0,"no",6.52,5.31,71.81,2.53,33.8,0.11,0.17,0.07,2.6,4.2,0.89,2,0.07,0,0,1.68,0.04,1,0.04,0.13,0,0,24,0.86,16.67,4.167,0.07,2.03,22.81,2,23.21,0.04,0,0.29,2.03,52.63,7.02,38.58,1.46,1.68,0.29,15.4,1.53,1.32,23.77,71.81,5.63,59.49,5.7,89.38,7.81,67.12,19.82,78.6,2,53.57,17.25,29.84,0.07,0.07,0.04,0,0,0.21,2.07,58.62,1.89,24.53,0.14,50,0.57,0.32,4.28,62.5,0,NA,0,NA,0,0,0,0,NA,NA,0.07,NA,0,0,0,0,0,0,"Argentina","DEF","ARG_DEF","Extremos",NA
