"jugador","equipo","equipo_durante_el_periodo_seleccionado","posicion_especifica","edad","valor_de_mercado_transfermarkt","vencimiento_contrato","partidos_jugados","minutos","goles","x_g","asistencias","x_a","duelos_90","duelos_ganados_percent","pais_de_nacimiento","pasaporte","pie","altura","peso","en_prestamo","acciones_defensivas_realizadas_90","duelos_defensivos_90","duelos_defensivos_ganados_percent","duelos_aereos_en_los_90","duelos_aereos_ganados_percent","entradas_90","posesion_conquistada_despues_de_una_entrada","tiros_interceptados_90","interceptaciones_90","posesion_conquistada_despues_de_una_interceptacion","faltas_90","tarjetas_amarillas","tarjetas_amarillas_90","tarjetas_rojas","tarjetas_rojas_90","acciones_de_ataque_exitosas_90","goles_90","goles_excepto_los_penaltis","goles_excepto_los_penaltis_90","x_g_90","goles_de_cabeza","goles_de_cabeza_90","remates","remates_90","tiros_a_la_porteria_percent","goles_hechos_percent","centros_90","precision_centros_percent","centros_desde_la_banda_izquierda_90","precision_centros_desde_la_banda_izquierda_percent","centros_desde_la_banda_derecha_90","precision_centros_desde_la_banda_derecha_percent","centros_al_area_pequena_90","regates_90","regates_realizados_percent","duelos_atacantes_90","duelos_atacantes_ganados_percent","toques_en_el_area_de_penalti_90","carreras_en_progresion_90","aceleraciones_90","pases_recibidos_90","pases_largos_recibidos_90","faltas_recibidas_90","pases_90","precision_pases_percent","pases_hacia_adelante_90","precision_pases_hacia_adelante_percent","pases_hacia_atras_90","precision_pases_hacia_atras_percent","pases_laterales_90","precision_pases_laterales_percent","pases_cortos_medios_90","precision_pases_cortos_medios_percent","pases_largos_90","precision_pases_largos_percent","longitud_media_pases_m","longitud_media_pases_largos_m","x_a_90","asistencias_90","second_assists_90","third_assists_90","desmarques_90","precision_desmarques_percent","jugadas_claves_90","pases_en_el_ultimo_tercio_90","precision_pases_en_el_ultimo_tercio_percent","pases_al_area_de_penalti_90","pases_hacia_el_area_pequena_percent","pases_en_profundidad_90","precision_pases_en_profundidad_percent","ataque_en_profundidad_90","centros_desde_el_ultimo_tercio_90","pases_progresivos_90","precision_pases_progresivos_percent","goles_recibidos","goles_recibidos_90","remates_en_contra","remates_en_contra_90","porterias_imbatidas_en_los_90","paradas_percent","x_g_en_contra","x_g_en_contra_90","goles_evitados","goles_evitados_90","pases_hacia_atras_recibidos_del_arquero_90","salidas_90","tiros_libres_90","tiros_libres_directos_90","tiros_libres_directos_percent","corneres_90","penaltis_a_favor","penaltis_realizados_percent","Country","Code","logo_team","categoria","archivo_png.x","archivo_png.y","archivo_png"
"J. Sarmiento","Unión Magdalena","Unión Magdalena","RW",25,0,NA,22,2140,5,3.91,2,2.94,11.27,45.9,"Colombia","Colombia","izquierdo",179,70,"no",3.24,2.99,69.01,1.18,32.14,0.08,0.12,0.04,1.09,1.52,0.29,2,0.08,0,0,3.2,0.21,4,0.17,0.16,0,0,46,1.93,34.78,10.87,2.27,44.44,1.09,38.46,1.18,50,0.25,2.36,60.71,5.64,38.06,1.64,2.31,0.42,29.02,2.27,0.46,37.89,80.58,9.88,73.19,8.41,93.5,12.11,81.25,32.68,85.71,3.11,52.7,17.35,36.63,0.12,2.02,0.04,0,0.17,50,0.55,6.39,71.71,3.41,53.09,0.67,18.75,1.01,0.93,6.18,86.39,0,NA,0,NA,0,0,0,0,NA,NA,0.08,NA,1.85,0.25,0,1.81,1,100,"Colombia","UMG","COL_UMG","Extremos",NA,NA,NA
"Y. Hurtado","Tolima","Tolima","RB",28,550000,NA,25,2136,2,1.04,2,1.63,10.62,50.4,"Colombia","Colombia","derecho",170,67,"no",6.19,4.3,65.69,2.44,46.55,0.29,0.41,0.34,3.08,4.29,0.63,5,0.21,0,0,2.02,0.08,2,0.08,0.04,0,0,17,0.72,29.41,11.765,3.08,43.84,0.04,0,3.03,44.44,0.34,0.72,58.82,2.61,33.87,0.76,1.1,0.38,29.49,1.98,0.34,39.06,79.83,15.04,68.07,5.52,96.95,11.67,83.75,31.1,86.99,5.1,56.2,19.82,34.11,0.07,0.88,0.04,0.04,0.17,25,0.34,5.39,68.75,3.46,45.12,0.34,50,0.46,1.18,8.47,72.64,0,NA,0,NA,0,0,0,0,NA,NA,0.76,NA,0.04,0,0,0,0,0,"Colombia","TOL","COL_TOL","Defensas",NA,NA,NA
"J. Mena","Águilas Doradas","Águilas Doradas","LB",21,0,NA,23,2121,0,0.74,1,0.35,16.59,53.96,"Colombia","Colombia","unknown",0,0,"no",8.53,7.13,67.26,2.93,49.28,0.13,0.17,0.21,3.61,4.93,1.27,3,0.13,0,0,1.15,0,0,0,0.03,0,0,8,0.34,0,0,1.32,35.48,1.27,33.33,0.04,100,0.08,1.65,38.46,4.29,35.64,0.68,1.32,0.08,15.4,1.74,0.64,23.25,74.64,10.35,67.21,3.44,88.89,5.52,76.92,19.43,82.53,2.67,34.92,18.24,31.89,0.01,0.3,0,0,0.04,100,0.17,3.14,60.81,1.53,44.44,0.13,33.33,0.3,0.38,4.96,58.97,0,NA,0,NA,0,0,0,0,NA,NA,0.17,NA,0,0,0,0,0,0,"Colombia","AGD","COL_AGD","Defensas",NA,NA,NA
"A. Quintana","Atlético Bucaramanga","Atlético Bucaramanga","GK",31,9e+05,NA,21,2121,0,0,0,0,0.64,80,"Colombia","Colombia","izquierdo",195,85,"no",1.02,0.13,100,0.3,100,0,0,0,0.89,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,50,0,0,0.04,8.53,0.3,0.04,14.64,90.14,6.62,80.77,0,0,7.51,98.31,11.2,97.73,3.44,65.43,28.75,47.83,0,0,0,0,0,0,0,1.1,42.31,0.08,0,0,0,0,0,2.72,81.25,23,0.98,75,3.18,7,69.33,22.48,0.95,-0.52,-0.022,0,0.98,NA,NA,NA,0,0,0,"Colombia","BUC","COL_BUC","Arqueros",NA,NA,NA
"B. Urueña","Llaneros","Llaneros","LW",32,3e+05,NA,23,2117,2,1.45,5,3.3,12.63,39.39,"Colombia","Colombia","derecho",175,77,"no",3.06,2.38,51.79,0.85,10,0.21,0.31,0.04,1.62,2.32,0.3,0,0,0,0,3.1,0.09,2,0.09,0.06,0,0,17,0.72,41.18,11.765,4.29,34.65,2.25,41.51,1.91,24.44,0.64,2.64,48.39,8.03,40.74,0.81,2.42,0.26,33.67,2.98,1.4,42.73,76.62,13.26,67.95,6.29,91.89,16.24,75.92,31.08,86.18,7.44,60.57,21.18,38.06,0.14,1.96,0,0,0.26,16.67,0.47,8.84,67.79,6.04,40.85,1.45,32.35,1.28,1.53,10.37,86.89,0,NA,0,NA,0,0,0,0,NA,NA,0.3,NA,1.66,0.17,50,3.06,1,0,"Colombia","LNR","COL_LNR","Extremos",NA,NA,NA
"J. Moya","Deportivo Pereira","Deportivo Pereira","LCB",32,4e+05,NA,21,2103,1,1.37,0,0.41,12.92,57.95,"Colombia","Colombia","derecho",185,77,"no",8.9,5.05,65.25,4.62,56.48,0.3,0.42,0.64,5.31,7.45,1.41,5,0.21,1,0.04,0.6,0.04,1,0.04,0.06,0,0,16,0.68,43.75,6.25,0,0,0,0,0,0,0,0.51,58.33,1.24,44.83,1.07,0.13,0,17.46,0.34,0.39,30.34,85.19,13.57,73.19,1.71,95,12.54,95.22,25.59,91.3,4.75,52.25,21.68,38.4,0.02,0.17,0,0,0,0,0.09,3.12,56.16,0.39,33.33,0.13,33.33,0.34,0,5.31,61.29,0,NA,0,NA,0,0,0,0,NA,NA,1.28,NA,0,0,0,0,0,0,"Colombia","PER","COL_PER","Defensas",NA,NA,NA
"P. Franco","Alianza","Alianza","LCB",34,275000,NA,21,2103,0,0.52,0,0.63,10.61,60.48,"Colombia","Colombia","derecho",184,79,"no",9.2,4.84,76.11,3.04,50.7,0.17,0.24,0.39,5.35,7.53,0.51,3,0.13,0,0,0.21,0,0,0,0.02,0,0,6,0.26,50,0,0.09,50,0,0,0.04,0,0,0.13,33.33,1.28,33.33,0.43,0.64,0,28.46,0.3,0.47,42.71,87.07,20.07,79.96,2.48,89.66,16.05,95.2,35.69,91.49,6.93,64.81,21.18,38.41,0.03,0.26,0.04,0,0.04,0,0,7.15,71.26,0.86,55,0.6,21.43,0.47,0.04,9.97,75.97,0,NA,0,NA,0,0,0,0,NA,NA,1.07,NA,0,0,0,0,0,0,"Colombia","ALV","COL_ALV","Defensas","DEFENSAS_ALIANZA_P_FRANCO.png","DEFENSAS_ALIANZA_P_FRANCO.png","DEFENSAS_ALIANZA_P_FRANCO.png"
"D. Torres","Santa Fe","Santa Fe","DMF",35,3e+05,"2025-12-31",28,2100,1,1.03,0,0.25,12.99,51.16,"Colombia","Colombia","derecho",183,84,"no",8.66,5.61,63.36,2.14,40,0.13,0.17,0.56,4.97,6.55,1.2,9,0.39,0,0,0.47,0.04,1,0.04,0.04,0,0,11,0.47,27.27,9.091,0.26,50,0.09,0,0.17,75,0,0.51,33.33,3.17,36.49,0.43,0.51,0,21.47,0.09,1.03,31.8,81.54,13.16,70.03,3.69,90.7,10.16,91.14,27.04,86.85,4.54,51.89,19.14,34.49,0.01,0.13,0.04,0.04,0.13,33.33,0.13,7.07,68.48,0.94,36.36,0.81,36.84,0.43,0.09,5.79,75.56,0,NA,0,NA,0,0,0,0,NA,NA,0.17,NA,0,0,0,0,0,0,"Colombia","STF","COL_STF","Mediocampo_Defensivo",NA,NA,NA
"B. Rovira","Tolima","Tolima","LCMF",28,550000,NA,23,2099,2,0.77,5,2.3,10.12,52.54,"Colombia","Colombia","derecho",177,75,"no",7.12,4.46,67.31,1.72,47.5,0.17,0.25,0.26,3.94,5.77,0.81,3,0.13,1,0.04,0.94,0.09,2,0.09,0.03,0,0,28,1.2,39.29,7.143,0.3,42.86,0.13,33.33,0.17,50,0.04,0.3,85.71,1.97,39.13,0.3,0.51,0.09,32.93,0.3,0.69,45.32,91.39,13.42,81.79,7.12,97.59,17.97,93.32,41.46,93.49,3.56,71.08,18.44,39.98,0.1,1.03,0.04,0,0.09,100,0.21,6.35,84.46,0.64,46.67,0.13,66.67,0.26,0.17,5.7,83.46,0,NA,0,NA,0,0,0,0,NA,NA,0.39,NA,1.97,0.64,46.67,2.4,0,0,"Colombia","TOL","COL_TOL","Mediocampo",NA,NA,NA
"J. Soto","América de Cali","América de Cali","GK",32,550000,"2026-06-30",21,2083,0,0,1,0.52,0.65,86.67,"Colombia","Colombia","derecho",187,82,"no",1.04,0,0,0.39,88.89,0,0,0,1.04,1.68,0,2,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,100,0,0,0,10.11,0.26,0.17,17.15,81.36,11.41,75,0,0,5.27,95.9,9.68,97.77,7.43,60.47,37.02,53.76,0.02,0.09,0,0,0,0,0.04,2.55,44.07,0.35,12.5,0.17,25,0.04,0,5.62,72.31,15,0.65,73,3.15,10,79.45,17.4,0.75,2.4,0.104,0,1.6,NA,NA,NA,0,0,0,"Colombia","AME","COL_AME","Arqueros",NA,NA,NA
"J. Pestaña","América de Cali","América de Cali","RCB",27,650000,"2026-12-31",22,2083,2,0.73,0,0.03,11.75,59.19,"Colombia","Colombia","derecho",186,81,"si",7.43,5.06,68.38,2.85,51.52,0.17,0.28,0.69,3.8,6.14,1.12,7,0.3,0,0,0.17,0.09,2,0.09,0.03,1,0.04,6,0.26,33.33,33.333,0.13,33.33,0.09,50,0.04,0,0,0.09,50,1.12,34.62,0.39,0.56,0.04,25.92,0.99,0.43,37.16,89.65,14.86,81.98,2.59,93.33,15.21,95.74,33.7,92.44,3.33,63.64,19.87,34.29,0,0.09,0,0,0,0,0,3.46,78.75,0.43,50,0.09,100,0.13,0.04,5.83,71.11,0,NA,0,NA,0,0,0,0,NA,NA,1.81,NA,0,0,0,0,0,0,"Colombia","AME","COL_AME","Defensas",NA,NA,NA
"J. Campuzano","Atlético Nacional","Atlético Nacional","RDMF",29,1200000,"2026-06-30",23,2079,0,0.05,0,0.53,14.16,54.43,"Colombia","Colombia, Argentina","derecho",175,77,"no",7.53,6.28,60,1.86,53.49,0.17,0.3,0.13,3.59,6.18,1.3,7,0.3,1,0.04,0.3,0,0,0,0,0,0,2,0.09,0,0,0.13,33.33,0,0,0.13,33.33,0.04,0.39,44.44,4.07,48.94,0.04,1.34,0.09,34.81,0.39,1.39,48.74,92.63,12.03,81.65,8.4,97.94,21.99,96.26,45.67,94.69,2.94,63.24,18.68,28.94,0.02,0.52,0.09,0.04,0.13,66.67,0.04,6.88,84.28,0.91,47.62,0.48,36.36,0.48,0.09,6.71,87.74,0,NA,0,NA,0,0,0,0,NA,NA,2.47,NA,0.04,0,0,0,0,0,"Colombia","NAC","COL_NAC","Mediocampo_Defensivo",NA,NA,NA
"H. Martínez","Medellín","Medellín","DMF",27,7e+05,"2027-06-30",25,2051,1,1.99,1,1.72,12.02,60.22,"Colombia","Colombia","derecho",185,73,"no",8.25,7.02,70.63,1.01,26.09,0.22,0.39,0.09,3.07,5.44,0.97,7,0.31,1,0.04,0.92,0.04,1,0.04,0.09,0,0,28,1.23,21.43,3.571,0.88,35,0.35,25,0.53,41.67,0.04,0.48,63.64,2.37,48.15,0.92,1.97,0.18,32.69,0.66,0.83,45.99,85.11,16.67,77.63,5.35,95.08,16.15,88.59,38.4,89.71,6.71,65.36,19.06,33.49,0.08,0.7,0.04,0,0.13,33.33,0.35,9.04,78.64,2.68,52.46,1.54,45.71,1.14,0.26,8.82,82.59,0,NA,0,NA,0,0,0,0,NA,NA,0.75,NA,0.09,0,0,0.53,0,0,"Colombia","MDL","COL_MDL","Mediocampo_Defensivo",NA,NA,NA
"D. Moreno","Junior","Junior","RCMF",33,5e+05,"2025-12-31",23,2051,1,2.14,0,0.2,15.36,50.57,"Colombia","Colombia","derecho",179,78,"no",8.64,5.97,60.29,3.38,50.65,0.31,0.46,0.22,4.74,7.14,1.45,8,0.35,1,0.04,0.53,0.04,1,0.04,0.09,1,0.04,18,0.79,33.33,5.556,0.22,20,0.13,0,0.09,50,0.04,0.53,41.67,3.25,39.19,1.18,0.22,0.04,30.54,0.83,1.05,43.92,86.11,15.62,80.06,6.27,95.1,15.67,91.32,40.37,88.59,3.33,60.53,17.66,31.74,0.01,0.22,0,0,0.04,0,0.04,6.14,80.71,0.83,52.63,0.26,83.33,0.39,0.04,7.72,72.73,0,NA,0,NA,0,0,0,0,NA,NA,0.48,NA,0,0,0,0,0,0,"Colombia","JNR","COL_JNR","Mediocampo",NA,NA,NA
"A. Morelos","Atlético Nacional","Atlético Nacional","CF",29,4e+06,"2026-12-31",27,2047,10,11.07,8,2,15.87,36.84,"Colombia","Colombia","izquierdo",177,79,"si",2.86,2.9,53.03,2.59,45.76,0.13,0.24,0.18,1.19,2.12,1.06,7,0.31,1,0.04,2.33,0.44,8,0.35,0.49,3,0.13,83,3.65,38.55,12.048,0.57,15.38,0.22,20,0.31,14.29,0,1.49,44.12,7.56,26.74,4.44,0.7,0.09,22.73,2.42,1.23,26.95,79.93,5.63,62.5,6.81,92.9,8.35,78.42,24.09,83.58,2.33,56.6,16.22,28.42,0.09,1.14,0.18,0.04,0.44,40,0.57,3.25,67.57,1.49,55.88,0.66,33.33,1.19,0.09,2.51,77.19,0,NA,0,NA,0,0,0,0,NA,NA,0.13,NA,0,0,0,0,2,100,"Colombia","NAC","COL_NAC","Delanteros",NA,NA,NA
"J. Ortiz","Medellín","Medellín","CB",26,1e+06,"2026-12-31",22,2040,2,1.81,0,0.3,10.37,63.4,"Colombia","Colombia","derecho",179,70,"no",8.47,4.54,79.61,2.74,50,0.18,0.29,0.79,4.68,7.59,0.53,5,0.22,0,0,0.09,0.09,2,0.09,0.08,0,0,7,0.31,28.57,28.571,0.09,0,0.04,0,0.04,0,0.04,0,0,0.97,27.27,0.31,0.53,0,22.85,0.31,0.26,35.38,90.27,16.41,83.6,1.46,90.91,13.59,96.43,30.18,95.61,5.12,60.34,21.49,39.15,0.01,0.22,0,0.04,0,0,0.13,4.15,79.79,0.35,50,0.35,37.5,0.26,0.04,6.88,78.85,0,NA,0,NA,0,0,0,0,NA,NA,0.84,NA,0.04,0.04,0,0,0,0,"Colombia","MDL","COL_MDL","Defensas",NA,NA,NA
"A. Alarcón","Deportivo Pasto","Deportivo Pasto","CB",24,0,"2025-12-31",21,2032,4,0.96,0,0.03,10.63,65.42,"Colombia","Colombia","derecho",192,0,"si",8.64,4.92,72.07,3.37,61.84,0.27,0.31,0.49,4.83,5.69,0.93,9,0.4,0,0,0.27,0.18,4,0.18,0.04,3,0.13,9,0.4,55.56,44.444,0.04,0,0,0,0.04,0,0,0.13,33.33,0.89,50,0.58,0.27,0.09,18.87,0.22,0.27,31.71,88.27,13.33,83.39,1.64,100,14,92.72,26.66,92.19,5,68.14,22.26,39.74,0,0.04,0,0,0,0,0.04,1.9,79.07,0.13,33.33,0.13,33.33,0.04,0,6.16,62.59,0,NA,0,NA,0,0,0,0,NA,NA,1.11,NA,0,0,0,0,0,0,"Colombia","PAS","COL_PAS","Defensas",NA,NA,NA
"J. Molina","Boyacá Chicó","Boyacá Chicó","CF",32,50000,NA,22,2027,8,7.77,3,1.19,19.67,27.77,"Colombia","Colombia","derecho",183,78,"no",1.86,1.6,47.22,7.81,31.25,0.13,0.19,0.18,0.98,1.4,1.02,5,0.22,1,0.04,1.07,0.36,5,0.22,0.35,2,0.09,41,1.82,43.9,19.512,0.22,20,0.04,0,0.18,25,0,0.58,38.46,7.46,19.64,2.49,0.27,0,5.11,1.29,1.15,8.39,82.01,1.07,58.33,3.29,93.24,1.91,76.74,8.08,84.07,0.09,50,13.29,0.9,0.05,0.58,0,0,0,0,0.27,0.58,53.85,0.31,42.86,0,0,0.53,0.04,0.49,45.45,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,3,100,"Colombia","BYC","COL_BYC","Delanteros",NA,NA,NA
"Y. Rosales","Alianza","Alianza","RB",24,150000,NA,21,2026,0,1.72,0,1.64,15.77,54.37,"Colombia","Colombia","derecho",183,76,"no",9.42,7.64,67.44,3.02,51.47,0.04,0.06,0.09,4.22,5.95,1.15,2,0.09,0,0,1.15,0,0,0,0.08,0,0,15,0.67,26.67,0,1.2,29.63,0,0,1.15,30.77,0,1.2,51.85,3.82,33.72,1.2,1.15,0.44,22.3,0.71,0.62,33.27,79.44,15.28,72.97,3.02,97.06,9.02,83.25,29.32,84.7,2.84,43.75,17.85,33.16,0.07,0.67,0.09,0,0,0,0.09,4.31,62.89,1.29,34.48,0.09,0,0.31,0.31,7.2,65.43,0,NA,0,NA,0,0,0,0,NA,NA,0.71,NA,0,0,0,0,0,0,"Colombia","ALV","COL_ALV","Defensas","DEFENSAS_ALIANZA_Y_ROSALES.png","DEFENSAS_ALIANZA_Y_ROSALES.png","DEFENSAS_ALIANZA_Y_ROSALES.png"
"I. Rojas","Once Caldas","Once Caldas","LDMF",28,650000,"2026-12-31",24,2016,0,0.24,1,0.27,8.08,53.04,"Colombia","Colombia","izquierdo",178,76,"no",6.47,5.85,52.67,0.67,73.33,0.36,0.47,0.09,3.04,4.02,1.25,3,0.13,0,0,0.13,0,0,0,0.01,0,0,6,0.27,0,0,0.45,20,0.45,20,0,0,0,0.13,33.33,0.58,46.15,0.36,0.22,0.04,19.02,0.09,0.22,27.86,86.38,8.48,73.16,3.84,94.19,10.49,91.91,25.54,89.51,1.88,59.52,16.9,23.64,0.01,0.36,0,0.04,0,0,0.04,3.84,83.72,0.67,33.33,0.13,33.33,0.13,0.09,3.57,66.25,0,NA,0,NA,0,0,0,0,NA,NA,0.13,NA,0,0,0,0,0,0,"Colombia","ONC","COL_ONC","Mediocampo_Defensivo",NA,NA,NA
"L. Chaverra","Medellín","Medellín","RCB",28,450000,"2026-06-30",21,1977,3,2.75,0,0.66,10.56,56.47,"Colombia","Colombia","derecho",177,70,"no",6.74,4.14,65.93,2.73,53.33,0.18,0.32,0.14,3.82,6.7,0.73,6,0.27,0,0,1.18,0.14,0,0,0.13,0,0,14,0.64,35.71,21.429,1.18,46.15,0.05,0,1.09,50,0.14,0.59,69.23,2.32,43.14,0.14,1.14,0.05,33.46,0.96,0.5,47.89,86.6,19.76,78.11,3.87,96.47,18.16,92.98,41.2,91.16,5.55,60.66,20.71,38.28,0.03,0.5,0,0,0,0,0.18,8.1,74.16,2.5,50.91,0.86,31.58,0.68,0.55,10.42,82.1,0,NA,0,NA,0,0,0,0,NA,NA,1.14,NA,0.09,0,0,0.36,3,100,"Colombia","MDL","COL_MDL","Defensas",NA,NA,NA
"J. Rodríguez","Águilas Doradas","Águilas Doradas","RCB",24,250000,NA,21,1972,0,1.16,0,0.5,9.17,62.19,"Colombia","Colombia","derecho",185,75,"no",7.39,3.42,74.67,3.47,60.53,0.27,0.37,0.78,4.56,6.2,0.59,1,0.05,1,0.05,0.27,0,0,0,0.05,0,0,13,0.59,38.46,0,0,0,0,0,0,0,0,0.09,50,0.55,16.67,0.68,0.18,0,17.89,0.37,0.23,28.3,79.03,13.97,67.32,1.14,96,12.09,89.81,20.67,89.62,7.62,50.3,27.1,42.77,0.02,0.09,0,0,0,0,0.05,4.06,50.56,0.27,16.67,0.18,25,0.14,0,6.98,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0.96,NA,0,0,0,0,0,0,"Colombia","AGD","COL_AGD","Defensas",NA,NA,NA
"F. Castro","Atlético Bucaramanga","Atlético Bucaramanga","RDMF",33,2e+05,"2025-12-31",20,1970,2,1.36,0,0.08,13.39,57.34,"Colombia","Colombia","derecho",183,74,"no",8.54,6.81,71.14,2.15,40.43,0.69,1.11,0.18,3.02,4.9,1.28,2,0.09,1,0.05,0.55,0.09,2,0.09,0.06,1,0.05,20,0.91,15,10,0.14,33.33,0.05,0,0.09,50,0.05,0.46,60,2.7,44.07,0.64,0.64,0,31.29,0.09,0.59,41.76,89.28,15.17,82.23,4.89,94.39,15.76,94.2,39.24,91.39,2.42,56.6,17.28,37,0,0.18,0,0.09,0.14,66.67,0.05,5.48,81.67,0.73,43.75,0.32,57.14,0.27,0.05,6.4,85.71,0,NA,0,NA,0,0,0,0,NA,NA,0.27,NA,0,0,0,0,0,0,"Colombia","BUC","COL_BUC","Mediocampo_Defensivo",NA,NA,NA
"J. Arias","Millonarios","Millonarios","LCB",32,550000,"2025-12-31",20,1967,0,0.61,0,0.13,9.33,60.29,"Colombia","Colombia","izquierdo",183,77,"no",8.37,3.25,71.83,3.57,48.72,0.69,1.03,0.59,5.35,8,0.46,7,0.32,0,0,0.14,0,0,0,0.03,0,0,6,0.27,0,0,0.09,50,0.09,50,0,0,0,0.05,100,0.82,50,0.18,1.69,0,21.23,0.09,0.55,36.38,87.8,17.75,82.22,1.01,86.36,14.5,94.01,31.39,92.27,4.9,59.81,21.26,37.83,0.01,0.32,0.05,0,0.05,100,0.05,5.86,75,0.59,46.15,0.59,53.85,0.23,0.05,8.56,75.94,0,NA,0,NA,0,0,0,0,NA,NA,0.41,NA,0.18,0.09,0,0,0,0,"Colombia","MIL","COL_MIL","Defensas",NA,NA,NA
"S. Velásquez","Tolima","Tolima","LB",22,0,"2026-12-31",23,1943,0,0.78,0,1.34,10.56,53.07,"Colombia","Colombia","izquierdo",174,70,"si",6.72,5.7,64.23,1.34,55.17,0.42,0.58,0.05,2.64,3.7,0.56,3,0.14,0,0,1.34,0,0,0,0.04,0,0,18,0.83,22.22,0,2.5,24.07,2.41,25,0.05,0,0.19,0.69,66.67,2.36,35.29,1.02,1.62,0.19,30.2,1.95,0.32,39.23,81.94,13.39,72.32,6.02,97.69,12.09,82.38,33.44,90.72,3.38,35.62,18.07,36.06,0.06,0.56,0,0,0.09,100,0.23,4.35,75.53,2.87,37.1,0.42,33.33,0.56,0.6,7.23,67.31,0,NA,0,NA,0,0,0,0,NA,NA,0.56,NA,0.05,0.05,0,0.14,0,0,"Colombia","TOL","COL_TOL","Defensas",NA,NA,NA
"D. Ruiz","Millonarios","Millonarios","RAMF",24,2e+06,"2027-06-30",25,1930,3,5.24,2,3.31,15.95,46.49,"Colombia","Colombia","izquierdo",171,69,"no",5.83,4.62,59.6,0.56,16.67,0.47,0.71,0,2.61,3.97,0.09,4,0.19,0,0,4.1,0.14,2,0.09,0.24,0,0,66,3.08,36.36,4.545,2.47,33.96,1.17,40,1.31,28.57,0.28,4.2,45.56,9.56,42.93,1.68,1.73,0.23,34.27,1.45,1.26,41.46,77.5,12.78,66.79,7.04,90.07,14.13,79.54,33.11,83.52,6.06,60.77,18.58,35.18,0.15,1.68,0,0,0.75,31.25,0.61,8.53,72.13,4.8,50.49,1.68,30.56,1.82,0.89,8.02,80.23,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,1.54,0.37,25,2.66,2,50,"Colombia","MIL","COL_MIL","Mediocampo_Ofensivo",NA,NA,NA
"E. Herrera","Junior","Junior","LB",26,750000,"2026-12-31",21,1930,0,0.3,0,1.68,12.5,56.72,"Colombia","Colombia","derecho",172,68,"no",8.16,6.25,68.66,1.54,57.58,0.28,0.44,0.28,3.59,5.63,0.7,6,0.28,0,0,1.21,0,0,0,0.01,0,0,13,0.61,30.77,0,1.68,33.33,1.49,31.25,0.19,50,0.09,1.03,45.45,3.26,37.14,0.51,0.89,0.19,25.37,1.73,0.33,36.79,82.26,13.43,73.61,7.04,96.03,10.68,82.53,30.92,87.78,4.43,58.95,19.34,37.32,0.08,0.51,0.05,0.05,0,0,0.14,3.22,68.12,1.68,50,0.42,55.56,0.47,0.61,6.85,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0.51,NA,0.14,0.05,0,0.28,0,0,"Colombia","JNR","COL_JNR","Defensas",NA,NA,NA
"E. Beltran","La Equidad","La Equidad","GK",25,250000,NA,19,1925,0,0,0,0,0.84,83.33,"Colombia","Colombia",NA,0,0,"no",1.12,0.05,0,0.42,100,0,0,0,1.12,1.45,0.05,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,80,0,0,0,7.95,0.19,0.19,13.7,87.03,7.48,77.5,0.05,0,5.52,100,8.04,98.84,5.66,70.25,30.38,43.21,0,0,0,0,0,0,0,0.56,50,0.05,0,0.05,0,0,0,3.6,67.53,23,1.08,85,3.97,5,72.94,24.87,1.16,1.87,0.087,0,1.4,NA,NA,NA,0,0,0,"Colombia","EQU","COL_EQU","Arqueros",NA,NA,NA
"Y. Velásquez","Santa Fe","Santa Fe","RCMF",25,8e+05,NA,24,1925,4,1.06,0,0.46,15.52,48.8,"Colombia","Colombia","derecho",184,76,"no",9.44,7.81,59.28,1.68,50,0.61,0.86,0.28,4.21,5.92,2.01,7,0.33,1,0.05,0.75,0.19,4,0.19,0.05,0,0,13,0.61,46.15,30.769,0.47,40,0.09,0,0.33,42.86,0,0.42,44.44,3.88,33.73,1.12,0.56,0.05,22.07,0.42,0.33,33.85,82.04,11.83,74.7,3.74,88.75,12.16,86.15,30.86,84.55,2.52,59.26,16.16,28.86,0.02,0.33,0,0,0.19,50,0.14,5.89,74.6,1.5,50,0.28,50,0.61,0.19,5.7,74.59,0,NA,0,NA,0,0,0,0,NA,NA,0.09,NA,0,0,0,0,0,0,"Colombia","STF","COL_STF","Mediocampo",NA,NA,NA
